episode,train_return,train_shared_return,train_shared_per_step,train_steps,eval_shared_return,eval_shared_per_step,eval_steps
22,-143.08811721201332,-143.08811721201332,-0.1430881172120133,1000,-1.3477111586862207,-0.0013477111586862208,1000
23,-142.63169906612313,-142.63169906612313,-0.14263169906612314,1000,-2.1513503239828218,-0.0021513503239828217,1000
24,-151.68363015014305,-151.68363015014305,-0.15168363015014305,1000,-2.0376477898877163,-0.0020376477898877165,1000
25,-151.23391326973191,-151.23391326973191,-0.1512339132697319,1000,-1.768335893078894,-0.001768335893078894,1000
26,-165.88443664108476,-165.88443664108476,-0.16588443664108476,1000,-1.3558579545527243,-0.0013558579545527242,1000
27,-154.50875087548405,-154.50875087548405,-0.15450875087548405,1000,-1.1256908361061042,-0.0011256908361061042,1000
28,-147.7502447381152,-147.7502447381152,-0.1477502447381152,1000,-0.9921574449875995,-0.0009921574449875995,1000
29,-158.43093585256227,-158.43093585256227,-0.15843093585256227,1000,-1.4403831765043504,-0.0014403831765043504,1000
30,-134.53890575233015,-134.53890575233015,-0.13453890575233016,1000,-0.7978679342876587,-0.0007978679342876587,1000
31,-127.91223749191239,-127.91223749191239,-0.12791223749191238,1000,-1.8031054298603157,-0.0018031054298603157,1000
32,-151.94373632902793,-151.94373632902793,-0.15194373632902794,1000,-0.7946218239729469,-0.0007946218239729469,1000
33,-150.9472672216205,-150.9472672216205,-0.1509472672216205,1000,-0.8954095495697121,-0.0008954095495697121,1000
34,-134.8314766906407,-134.8314766906407,-0.1348314766906407,1000,-0.4442314625988958,-0.0004442314625988958,1000
35,-136.51612231756272,-136.51612231756272,-0.13651612231756272,1000,-0.4582393926776014,-0.00045823939267760136,1000
36,-144.17516691089915,-144.17516691089915,-0.14417516691089916,1000,-1.2632438814523386,-0.0012632438814523385,1000
37,-144.95011389241432,-144.95011389241432,-0.14495011389241433,1000,-0.4613031710669259,-0.0004613031710669259,1000
38,-152.75098174544934,-152.75098174544934,-0.15275098174544935,1000,-1.8553048717855336,-0.0018553048717855336,1000
39,-148.81836360950226,-148.81836360950226,-0.14881836360950226,1000,-0.9126521418479769,-0.000912652141847977,1000
40,-131.15997246061247,-131.15997246061247,-0.13115997246061248,1000,-0.6774353740754286,-0.0006774353740754286,1000
41,-146.3096748935199,-146.3096748935199,-0.14630967489351993,1000,-1.576907361424576,-0.001576907361424576,1000
42,-137.7483768057869,-137.7483768057869,-0.13774837680578692,1000,-1.4223564127826542,-0.0014223564127826542,1000
43,-157.69103536084214,-157.69103536084214,-0.15769103536084214,1000,-1.240120122077894,-0.001240120122077894,1000
44,-135.62212918739414,-135.62212918739414,-0.13562212918739414,1000,-0.7617021769077748,-0.0007617021769077747,1000
45,-135.2877804419659,-135.2877804419659,-0.1352877804419659,1000,-0.7080057722963622,-0.0007080057722963622,1000
46,-161.5181664463284,-161.5181664463284,-0.16151816644632838,1000,-2.018739969233067,-0.0020187399692330674,1000
47,-142.5941610379163,-142.5941610379163,-0.1425941610379163,1000,-0.9332422926161017,-0.0009332422926161017,1000
48,-147.1619545440925,-147.1619545440925,-0.1471619545440925,1000,-0.805019873230241,-0.0008050198732302411,1000
49,-143.60762876850214,-143.60762876850214,-0.14360762876850214,1000,-2.194652803774553,-0.002194652803774553,1000
50,-149.53907376941928,-149.53907376941928,-0.14953907376941927,1000,-0.5656301225166719,-0.0005656301225166718,1000
51,-155.06373645421982,-155.06373645421982,-0.1550637364542198,1000,-1.2987776072215778,-0.0012987776072215778,1000
52,-148.34262818837806,-148.34262818837806,-0.14834262818837807,1000,-0.6592642742850051,-0.0006592642742850051,1000
53,-131.68044577747932,-131.68044577747932,-0.1316804457774793,1000,-2.320536982647659,-0.0023205369826476588,1000
54,-145.64641868808633,-145.64641868808633,-0.14564641868808634,1000,-1.1225721835417821,-0.001122572183541782,1000
55,-143.23335205491162,-143.23335205491162,-0.1432333520549116,1000,-0.42277420789988257,-0.0004227742078998826,1000
56,-155.30119893537704,-155.30119893537704,-0.15530119893537705,1000,-2.1192051441587423,-0.002119205144158742,1000
57,-152.21524582011511,-152.21524582011511,-0.1522152458201151,1000,-1.2009389090077265,-0.0012009389090077264,1000
58,-141.95547770456838,-141.95547770456838,-0.14195547770456837,1000,-0.3235148901894795,-0.0003235148901894795,1000
59,-139.94865702336514,-139.94865702336514,-0.13994865702336515,1000,-0.5199621441091027,-0.0005199621441091027,1000
60,-157.3819805711336,-157.3819805711336,-0.1573819805711336,1000,-2.237357071232039,-0.002237357071232039,1000
61,-153.11828189982074,-153.11828189982074,-0.15311828189982074,1000,-0.5500403612822132,-0.0005500403612822133,1000
62,-144.22407270274624,-144.22407270274624,-0.14422407270274623,1000,-1.0898845066569458,-0.0010898845066569457,1000
63,-143.15787168085677,-143.15787168085677,-0.14315787168085678,1000,-0.7267819774279611,-0.0007267819774279612,1000
64,-148.74641323548872,-148.74641323548872,-0.1487464132354887,1000,-1.544152857849009,-0.0015441528578490089,1000
65,-150.43938639415177,-150.43938639415177,-0.15043938639415178,1000,-0.3423490728819111,-0.0003423490728819111,1000
66,-154.36678435884758,-154.36678435884758,-0.15436678435884757,1000,-0.6955616534087252,-0.0006955616534087253,1000
67,-148.4931037268092,-148.4931037268092,-0.1484931037268092,1000,-2.5228707332440603,-0.0025228707332440605,1000
68,-142.01901987278868,-142.01901987278868,-0.14201901987278867,1000,-0.9194948468805484,-0.0009194948468805484,1000
69,-138.9635193576953,-138.9635193576953,-0.1389635193576953,1000,-1.0980829434086476,-0.0010980829434086477,1000
70,-131.67771056638517,-131.67771056638517,-0.13167771056638516,1000,-1.044514213062511,-0.0010445142130625109,1000
71,-152.6727717197711,-152.6727717197711,-0.15267277171977112,1000,-1.32651092100086,-0.0013265109210008601,1000
72,-156.53684383553974,-156.53684383553974,-0.15653684383553973,1000,-2.927431200869981,-0.002927431200869981,1000
73,-143.9104113477953,-143.9104113477953,-0.1439104113477953,1000,-1.0577813300542112,-0.0010577813300542112,1000
74,-157.89853031517472,-157.89853031517472,-0.15789853031517473,1000,-3.4442772162338087,-0.0034442772162338086,1000
75,-150.83223330366368,-150.83223330366368,-0.1508322333036637,1000,-0.7135693782230674,-0.0007135693782230674,1000
76,-134.9632425603818,-134.9632425603818,-0.13496324256038178,1000,-0.9649382948984917,-0.0009649382948984917,1000
77,-166.29037734284034,-166.29037734284034,-0.16629037734284036,1000,-0.8334542508136376,-0.0008334542508136375,1000
78,-150.9659668573847,-150.9659668573847,-0.1509659668573847,1000,-0.318224152595176,-0.000318224152595176,1000
79,-140.1144847992298,-140.1144847992298,-0.1401144847992298,1000,-0.4195435982234935,-0.0004195435982234935,1000
80,-144.4865608052892,-144.4865608052892,-0.1444865608052892,1000,-0.4963753281881861,-0.0004963753281881861,1000
81,-132.57001074935414,-132.57001074935414,-0.13257001074935415,1000,-1.6362449901339995,-0.0016362449901339996,1000
82,-147.6896782268312,-147.6896782268312,-0.1476896782268312,1000,-0.5911982584061695,-0.0005911982584061694,1000
83,-161.46037400313085,-161.46037400313085,-0.16146037400313085,1000,-1.7652902529763306,-0.0017652902529763305,1000
84,-143.24535098994915,-143.24535098994915,-0.14324535098994914,1000,-0.7431250080092959,-0.0007431250080092959,1000
85,-136.72383889295688,-136.72383889295688,-0.1367238388929569,1000,-1.671559976961033,-0.0016715599769610329,1000
86,-155.30081157879096,-155.30081157879096,-0.15530081157879094,1000,-0.7985174085155865,-0.0007985174085155865,1000
87,-142.1657702282013,-142.1657702282013,-0.1421657702282013,1000,-1.697035026647993,-0.001697035026647993,1000
88,-138.32507049922285,-138.32507049922285,-0.13832507049922285,1000,-0.2329554237543505,-0.0002329554237543505,1000
89,-140.17262973210364,-140.17262973210364,-0.14017262973210365,1000,-0.23218365462998344,-0.00023218365462998345,1000
90,-151.68938071328205,-151.68938071328205,-0.15168938071328206,1000,-0.8408885692437178,-0.0008408885692437178,1000
91,-142.38672278852215,-142.38672278852215,-0.14238672278852216,1000,-0.26465201959874973,-0.00026465201959874975,1000
92,-155.5373502096477,-155.5373502096477,-0.1555373502096477,1000,-0.16703801667924087,-0.00016703801667924086,1000
93,-143.32809862630245,-143.32809862630245,-0.14332809862630244,1000,-0.54488662878389,-0.00054488662878389,1000
94,-150.5634961745331,-150.5634961745331,-0.1505634961745331,1000,-1.1033420337329436,-0.0011033420337329435,1000
95,-150.04165416324676,-150.04165416324676,-0.15004165416324677,1000,-0.5243559460751546,-0.0005243559460751545,1000
96,-155.44896863119178,-155.44896863119178,-0.1554489686311918,1000,-0.20263450337613806,-0.00020263450337613807,1000
97,-138.6739334364864,-138.6739334364864,-0.1386739334364864,1000,-1.2741704992950709,-0.0012741704992950708,1000
98,-153.8908766552836,-153.8908766552836,-0.1538908766552836,1000,-0.7060946862687641,-0.0007060946862687641,1000
99,-142.492104942807,-142.492104942807,-0.142492104942807,1000,-1.8319960018471193,-0.0018319960018471193,1000
100,-140.42147970335927,-140.42147970335927,-0.14042147970335928,1000,-1.4654871372888325,-0.0014654871372888326,1000
